order_id,product_id,category,geography,marketing_channel,price,order_date
4974,P04974,Home,North America,Social Media,109.14,2024-07-29
4975,P04975,Electronics,North America,Paid Ads,154.92,2024-08-13
4976,P04976,Clothing,Europe,Social Media,73.99,2024-01-24
4977,P04977,Electronics,Europe,Social Media,133.81,2024-02-02
4978,P04978,Electronics,North America,Organic,98.31,2024-05-13
4979,P04979,Electronics,Europe,Organic,159.52,2024-12-01
4980,P04980,Electronics,Asia,Email,35.88,2024-06-09
4981,P04981,Toys,North America,Organic,44.77,2024-01-07
4982,P04982,Electronics,North America,Social Media,113.98,2024-12-26
4983,P04983,Home,Australia,Organic,104.81,2024-12-13
4984,P04984,Books,North America,Organic,97.18,2024-09-25
4985,P04985,Clothing,Asia,Email,128.79,2024-10-22
4986,P04986,Electronics,Europe,Paid Ads,53.47,2024-10-16
4987,P04987,Home,Asia,Organic,31.53,2024-04-24
4988,P04988,Home,Asia,Email,74.99,2024-12-08
4989,P04989,Home,Europe,Paid Ads,80.59,2024-06-22
4990,P04990,Home,Asia,Paid Ads,85.81,2024-09-22
4991,P04991,Toys,South America,Organic,163.45,2024-09-24
4992,P04992,Clothing,Europe,Social Media,138.52,2024-12-18
4993,P04993,Clothing,North America,Paid Ads,126.66,2024-12-24
4994,P04994,Home,North America,Social Media,111.1,2024-11-12
4995,P04995,Electronics,Asia,Social Media,78.29,2024-02-18
4996,P04996,Books,Europe,Email,57.3,2024-08-09
4997,P04997,Electronics,North America,Organic,40.14,2024-12-04
4998,P04998,Clothing,North America,Paid Ads,65.27,2024-05-07
4999,P04999,Books,Europe,Organic,97.85,2024-09-03
5000,P05000,Clothing,North America,Referral,42.25,2024-06-26
5001,P05001,Clothing,Europe,Social Media,108.48,2024-12-05
5002,P05002,Clothing,Asia,Social Media,90.28,2024-12-12
5003,P05003,Books,Europe,Organic,80.14,2024-11-24
5004,P05004,Clothing,North America,Referral,158.08,2024-07-16
5005,P05005,Books,North America,Organic,10.0,2024-03-17
5006,P05006,Electronics,North America,Social Media,80.81,2024-10-12
5007,P05007,Home,North America,Social Media,10.0,2024-11-09
5008,P05008,Books,Europe,Social Media,111.93,2024-01-28
5009,P05009,Electronics,Europe,Email,138.11,2024-01-06
5010,P05010,Clothing,North America,Social Media,32.44,2024-11-25
5011,P05011,Electronics,North America,Paid Ads,38.85,2024-03-21
5012,P05012,Home,North America,Organic,15.09,2024-09-15
5013,P05013,Clothing,Australia,Organic,103.18,2024-08-28
5014,P05014,Home,Europe,Social Media,82.96,2024-09-10
5015,P05015,Electronics,Asia,Social Media,86.07,2024-03-25
5016,P05016,Electronics,Asia,Organic,81.6,2024-02-08
5017,P05017,Electronics,Europe,Paid Ads,51.32,2024-09-08
5018,P05018,Clothing,Asia,Organic,156.59,2024-06-13
5019,P05019,Clothing,North America,Paid Ads,113.62,2024-05-03
5020,P05020,Books,Europe,Paid Ads,40.77,2024-06-18
5021,P05021,Home,North America,Social Media,64.97,2024-05-22
5022,P05022,Clothing,Asia,Social Media,56.4,2024-01-26
5023,P05023,Toys,North America,Organic,170.3,2024-09-16
5024,P05024,Home,Asia,Email,135.56,2024-04-24
5025,P05025,Toys,North America,Social Media,93.68,2024-10-08
5026,P05026,Clothing,Asia,Email,185.36,2024-11-25
5027,P05027,Electronics,North America,Email,172.6,2024-07-12
5028,P05028,Electronics,Europe,Paid Ads,88.46,2024-07-25
5029,P05029,Home,Europe,Social Media,79.47,2024-04-30
5030,P05030,Electronics,North America,Social Media,81.88,2024-02-10
5031,P05031,Clothing,Europe,Organic,52.36,2024-08-23
5032,P05032,Clothing,South America,Organic,186.7,2024-08-15
5033,P05033,Clothing,North America,Organic,49.68,2024-10-20
5034,P05034,Home,South America,Paid Ads,143.42,2024-08-17
5035,P05035,Electronics,Europe,Organic,134.53,2024-02-15
5036,P05036,Clothing,Asia,Organic,84.76,2024-09-12
5037,P05037,Home,North America,Social Media,190.5,2024-08-16
5038,P05038,Toys,Europe,Email,22.05,2024-06-10
5039,P05039,Home,Asia,Organic,96.02,2024-03-01
5040,P05040,Toys,Europe,Paid Ads,75.55,2024-09-11
5041,P05041,Home,Europe,Referral,148.03,2024-11-30
5042,P05042,Clothing,North America,Organic,117.68,2024-01-10
5043,P05043,Electronics,North America,Organic,13.64,2024-02-22
5044,P05044,Home,Europe,Social Media,161.97,2024-07-25
5045,P05045,Home,Asia,Social Media,124.27,2024-07-30
5046,P05046,Home,Europe,Social Media,48.23,2024-01-19
5047,P05047,Clothing,North America,Social Media,82.52,2024-10-12
5048,P05048,Clothing,Europe,Email,35.01,2024-10-08
5049,P05049,Clothing,North America,Email,91.46,2024-01-01
5050,P05050,Clothing,Europe,Organic,107.51,2024-02-16
5051,P05051,Electronics,Asia,Organic,83.27,2024-11-05
5052,P05052,Books,Asia,Organic,77.48,2024-11-12
5053,P05053,Electronics,North America,Email,19.36,2024-11-22
5054,P05054,Electronics,Asia,Social Media,116.86,2024-06-04
5055,P05055,Clothing,Europe,Referral,10.0,2024-09-17
5056,P05056,Home,Asia,Social Media,101.55,2024-10-14
5057,P05057,Clothing,North America,Paid Ads,10.04,2024-04-15
5058,P05058,Electronics,Europe,Email,102.53,2024-12-01
5059,P05059,Clothing,North America,Organic,99.69,2024-12-09
5060,P05060,Clothing,Europe,Social Media,120.17,2024-08-21
5061,P05061,Toys,North America,Social Media,143.11,2024-06-23
5062,P05062,Toys,North America,Email,152.38,2024-07-05
5063,P05063,Clothing,North America,Organic,19.5,2024-01-28
5064,P05064,Clothing,North America,Social Media,97.09,2024-04-24
5065,P05065,Home,North America,Organic,200.55,2024-08-20
5066,P05066,Electronics,Europe,Social Media,105.96,2024-06-18
5067,P05067,Clothing,North America,Email,58.43,2024-10-13
5068,P05068,Clothing,Europe,Paid Ads,96.01,2024-11-13
5069,P05069,Toys,North America,Paid Ads,80.82,2024-11-03
5070,P05070,Electronics,South America,Organic,41.18,2024-08-30
5071,P05071,Clothing,South America,Social Media,143.46,2024-12-02
5072,P05072,Home,North America,Social Media,129.22,2024-07-05
5073,P05073,Clothing,Europe,Referral,33.27,2024-08-19
5074,P05074,Electronics,North America,Social Media,95.34,2024-02-28
5075,P05075,Toys,South America,Paid Ads,71.68,2024-02-19
5076,P05076,Clothing,Europe,Email,19.92,2024-12-03
5077,P05077,Home,North America,Referral,29.26,2024-04-23
5078,P05078,Electronics,North America,Email,36.7,2024-01-02
5079,P05079,Clothing,North America,Email,97.08,2024-06-23
5080,P05080,Clothing,North America,Organic,77.1,2024-06-30
5081,P05081,Electronics,Europe,Referral,52.04,2024-11-20
5082,P05082,Electronics,Europe,Referral,80.41,2024-05-29
5083,P05083,Books,North America,Organic,137.38,2024-10-07
5084,P05084,Electronics,North America,Organic,117.83,2024-09-24
5085,P05085,Electronics,North America,Organic,150.09,2024-07-10
5086,P05086,Clothing,North America,Organic,88.58,2024-12-25
5087,P05087,Home,Asia,Paid Ads,180.13,2024-02-24
5088,P05088,Electronics,North America,Email,117.4,2024-01-24
5089,P05089,Clothing,Europe,Organic,75.55,2024-03-25
5090,P05090,Electronics,North America,Organic,104.65,2024-09-09
5091,P05091,Electronics,North America,Organic,37.6,2024-03-12
5092,P05092,Electronics,Europe,Paid Ads,84.69,2024-07-28
5093,P05093,Books,Europe,Email,121.5,2024-02-24
5094,P05094,Electronics,Europe,Social Media,130.58,2024-05-10
5095,P05095,Electronics,Europe,Email,79.49,2024-11-08
5096,P05096,Clothing,Europe,Social Media,236.69,2024-04-10
5097,P05097,Books,North America,Email,91.39,2024-04-06
5098,P05098,Electronics,Europe,Paid Ads,16.08,2024-03-02
5099,P05099,Clothing,Europe,Organic,160.66,2024-07-20
5100,P05100,Electronics,North America,Paid Ads,130.36,2024-04-20
5101,P05101,Clothing,Europe,Social Media,111.58,2024-08-22
5102,P05102,Clothing,North America,Paid Ads,76.75,2024-04-07
5103,P05103,Clothing,North America,Organic,119.67,2024-06-22
5104,P05104,Clothing,Europe,Social Media,180.95,2024-02-25
5105,P05105,Clothing,Asia,Organic,110.08,2024-07-31
5106,P05106,Electronics,Asia,Referral,26.5,2024-01-24
5107,P05107,Clothing,North America,Social Media,10.0,2024-11-20
5108,P05108,Electronics,Europe,Organic,119.23,2024-12-10
5109,P05109,Home,Europe,Paid Ads,50.7,2024-10-28
5110,P05110,Toys,North America,Social Media,95.01,2024-03-04
5111,P05111,Toys,Asia,Organic,59.55,2024-08-18
5112,P05112,Books,Asia,Email,55.95,2024-08-22
5113,P05113,Home,South America,Email,61.74,2024-12-03
5114,P05114,Home,North America,Organic,66.26,2024-10-28
5115,P05115,Electronics,North America,Social Media,138.81,2024-09-15
5116,P05116,Home,Asia,Organic,128.68,2024-03-09
5117,P05117,Clothing,Europe,Social Media,39.6,2024-09-12
5118,P05118,Clothing,Asia,Email,46.41,2024-01-03
5119,P05119,Home,North America,Organic,118.96,2024-09-28
5120,P05120,Electronics,Europe,Email,152.63,2024-01-25
5121,P05121,Clothing,Europe,Email,151.86,2024-10-10
5122,P05122,Toys,North America,Paid Ads,49.85,2024-08-09
5123,P05123,Electronics,Europe,Paid Ads,149.47,2024-10-26
5124,P05124,Clothing,Europe,Paid Ads,11.19,2024-09-04
5125,P05125,Toys,North America,Organic,89.86,2024-09-17
5126,P05126,Home,North America,Paid Ads,124.35,2024-03-31
5127,P05127,Clothing,Europe,Paid Ads,10.0,2024-12-20
5128,P05128,Electronics,Europe,Email,204.64,2024-10-23
5129,P05129,Clothing,Asia,Social Media,166.33,2024-03-29
5130,P05130,Books,North America,Social Media,132.35,2024-03-06
5131,P05131,Clothing,North America,Email,51.75,2024-02-23
5132,P05132,Clothing,Australia,Paid Ads,96.59,2024-07-17
5133,P05133,Electronics,South America,Organic,139.52,2024-12-02
5134,P05134,Electronics,North America,Organic,43.87,2024-11-03
5135,P05135,Toys,Asia,Social Media,90.98,2024-11-06
5136,P05136,Clothing,North America,Social Media,145.52,2024-06-13
5137,P05137,Home,North America,Email,25.27,2024-09-15
5138,P05138,Electronics,North America,Referral,116.62,2024-07-15
5139,P05139,Home,North America,Email,12.26,2024-08-02
5140,P05140,Toys,Asia,Paid Ads,52.81,2024-11-07
5141,P05141,Clothing,Asia,Social Media,74.77,2024-12-20
5142,P05142,Electronics,Australia,Organic,125.68,2024-05-07
5143,P05143,Clothing,Asia,Organic,64.96,2024-05-20
5144,P05144,Home,Europe,Paid Ads,106.28,2024-07-22
5145,P05145,Clothing,Europe,Social Media,65.64,2024-06-24
5146,P05146,Books,Australia,Social Media,73.47,2024-05-30
5147,P05147,Home,Asia,Social Media,162.53,2024-08-19
5148,P05148,Books,Asia,Paid Ads,42.49,2024-03-09
5149,P05149,Home,South America,Social Media,137.96,2024-03-11
5150,P05150,Electronics,North America,Social Media,99.95,2024-07-30
5151,P05151,Clothing,Asia,Organic,71.22,2024-11-04
5152,P05152,Electronics,Asia,Organic,39.12,2024-12-24
5153,P05153,Toys,Australia,Paid Ads,42.69,2024-09-19
5154,P05154,Home,North America,Paid Ads,63.07,2024-06-02
5155,P05155,Home,Europe,Organic,92.5,2024-12-25
5156,P05156,Clothing,Europe,Paid Ads,130.18,2024-10-07
5157,P05157,Electronics,North America,Organic,84.99,2024-06-09
5158,P05158,Home,Europe,Social Media,88.33,2024-12-30
5159,P05159,Clothing,North America,Paid Ads,95.8,2024-10-10
5160,P05160,Electronics,North America,Organic,123.84,2024-11-19
5161,P05161,Home,Europe,Email,132.24,2024-04-21
5162,P05162,Electronics,Europe,Organic,30.65,2024-04-12
5163,P05163,Clothing,Europe,Email,85.9,2024-04-17
5164,P05164,Clothing,Europe,Social Media,161.37,2024-11-15
5165,P05165,Electronics,North America,Organic,34.19,2024-12-31
5166,P05166,Toys,North America,Paid Ads,103.72,2024-05-28
5167,P05167,Electronics,North America,Organic,91.46,2024-12-17
5168,P05168,Electronics,North America,Social Media,71.67,2024-06-25
5169,P05169,Electronics,Europe,Referral,179.54,2024-12-10
5170,P05170,Home,Asia,Social Media,101.84,2024-03-08
5171,P05171,Clothing,North America,Email,175.56,2024-12-29
5172,P05172,Clothing,North America,Social Media,100.28,2024-11-28
5173,P05173,Electronics,Asia,Social Media,123.01,2024-04-01
5174,P05174,Electronics,North America,Email,71.14,2024-09-14
5175,P05175,Clothing,Australia,Organic,71.7,2024-10-04
5176,P05176,Books,Asia,Paid Ads,120.47,2024-12-21
5177,P05177,Books,North America,Referral,121.38,2024-11-22
5178,P05178,Electronics,North America,Paid Ads,129.9,2024-06-14
5179,P05179,Clothing,Europe,Email,118.83,2024-12-29
5180,P05180,Toys,North America,Organic,33.18,2024-02-29
5181,P05181,Clothing,North America,Paid Ads,59.68,2024-06-29
5182,P05182,Books,North America,Email,142.5,2024-10-14
5183,P05183,Electronics,Asia,Organic,10.0,2024-09-02
5184,P05184,Toys,Europe,Email,114.63,2024-10-25
5185,P05185,Home,North America,Email,94.41,2024-10-19
5186,P05186,Toys,Europe,Organic,142.48,2024-12-07
5187,P05187,Home,Europe,Organic,120.83,2024-12-29
5188,P05188,Clothing,Europe,Organic,66.8,2024-08-01
5189,P05189,Toys,North America,Email,64.53,2024-12-11
5190,P05190,Electronics,Europe,Organic,73.86,2024-09-30
5191,P05191,Clothing,Australia,Paid Ads,129.0,2024-05-26
5192,P05192,Home,North America,Referral,10.0,2024-08-04
5193,P05193,Home,North America,Social Media,107.87,2024-01-07
5194,P05194,Toys,North America,Social Media,55.85,2024-09-24
5195,P05195,Electronics,North America,Organic,109.54,2024-02-24
5196,P05196,Home,North America,Email,117.22,2024-01-13
5197,P05197,Home,Asia,Social Media,16.88,2024-07-14
5198,P05198,Electronics,South America,Email,88.66,2024-03-15
5199,P05199,Clothing,North America,Paid Ads,107.78,2024-01-28
5200,P05200,Electronics,Europe,Organic,104.4,2024-12-09
5201,P05201,Clothing,Europe,Email,93.89,2024-01-29
5202,P05202,Toys,Europe,Email,38.96,2024-04-12
5203,P05203,Home,Europe,Organic,46.57,2024-05-16
5204,P05204,Home,North America,Social Media,31.1,2024-03-23
5205,P05205,Toys,Europe,Organic,127.7,2024-05-26
5206,P05206,Clothing,Europe,Social Media,94.22,2024-12-15
5207,P05207,Books,Asia,Email,97.41,2024-05-08
5208,P05208,Clothing,Asia,Email,14.73,2024-03-15
5209,P05209,Books,North America,Organic,98.32,2024-02-01
5210,P05210,Electronics,North America,Organic,131.68,2024-12-19
5211,P05211,Toys,South America,Email,10.0,2024-05-31
5212,P05212,Electronics,Europe,Social Media,73.23,2024-04-14
5213,P05213,Clothing,Asia,Social Media,21.48,2024-10-04
5214,P05214,Home,North America,Organic,78.99,2024-01-17
5215,P05215,Clothing,Europe,Social Media,54.95,2024-07-02
5216,P05216,Home,Europe,Social Media,119.05,2024-08-19
5217,P05217,Clothing,Asia,Organic,108.46,2024-02-22
5218,P05218,Home,North America,Organic,164.58,2024-11-11
5219,P05219,Electronics,North America,Email,97.3,2024-12-11
5220,P05220,Electronics,Europe,Email,116.92,2024-10-14
5221,P05221,Electronics,Asia,Paid Ads,72.11,2024-04-24
5222,P05222,Clothing,South America,Paid Ads,44.85,2024-11-27
5223,P05223,Electronics,Australia,Email,141.74,2024-10-14
5224,P05224,Clothing,Australia,Paid Ads,162.16,2024-07-18
5225,P05225,Clothing,North America,Organic,135.28,2024-05-01
5226,P05226,Electronics,North America,Referral,106.56,2024-09-18
5227,P05227,Clothing,North America,Email,51.3,2024-12-22
5228,P05228,Books,North America,Organic,157.08,2024-05-27
5229,P05229,Electronics,Asia,Organic,128.98,2024-12-20
5230,P05230,Clothing,Asia,Email,201.24,2024-12-06
5231,P05231,Home,North America,Organic,42.28,2024-01-25
5232,P05232,Clothing,Europe,Social Media,143.13,2024-07-14
5233,P05233,Home,South America,Social Media,127.46,2024-07-17
5234,P05234,Clothing,Europe,Email,82.9,2024-08-01
5235,P05235,Clothing,North America,Paid Ads,168.19,2024-12-16
5236,P05236,Electronics,Europe,Organic,120.12,2024-06-09
5237,P05237,Home,North America,Organic,53.16,2024-10-09
5238,P05238,Home,Europe,Organic,94.08,2024-01-28
5239,P05239,Electronics,Europe,Social Media,52.56,2024-01-07
5240,P05240,Clothing,North America,Email,76.57,2024-05-08
5241,P05241,Toys,Australia,Organic,135.19,2024-04-13
5242,P05242,Clothing,Europe,Referral,149.46,2024-11-13
5243,P05243,Clothing,Europe,Social Media,111.06,2024-08-14
5244,P05244,Toys,Australia,Email,62.5,2024-04-25
5245,P05245,Home,North America,Social Media,119.08,2024-11-20
5246,P05246,Clothing,North America,Social Media,136.17,2024-12-26
5247,P05247,Home,Asia,Email,10.0,2024-12-29
5248,P05248,Books,North America,Organic,105.82,2024-11-27
5249,P05249,Clothing,Asia,Social Media,90.49,2024-07-07
5250,P05250,Clothing,North America,Social Media,147.69,2024-10-28
5251,P05251,Clothing,North America,Organic,119.28,2024-10-06
5252,P05252,Toys,Europe,Referral,124.22,2024-11-04
5253,P05253,Home,North America,Email,75.9,2024-04-10
5254,P05254,Electronics,Asia,Organic,100.08,2024-04-09
5255,P05255,Books,Europe,Social Media,147.18,2024-05-30
5256,P05256,Clothing,South America,Paid Ads,96.76,2024-08-17
5257,P05257,Electronics,Asia,Organic,108.73,2024-03-31
5258,P05258,Clothing,North America,Paid Ads,23.2,2024-12-15
5259,P05259,Clothing,Asia,Social Media,96.57,2024-02-08
5260,P05260,Books,Europe,Organic,10.0,2024-04-05
5261,P05261,Electronics,Europe,Organic,74.19,2024-03-29
5262,P05262,Books,Asia,Social Media,103.18,2024-09-20
5263,P05263,Clothing,Europe,Social Media,138.35,2024-03-02
5264,P05264,Electronics,Europe,Organic,50.04,2024-07-12
5265,P05265,Toys,Europe,Organic,118.68,2024-01-21
5266,P05266,Clothing,North America,Social Media,173.42,2024-08-07
5267,P05267,Electronics,North America,Organic,67.96,2024-05-22
5268,P05268,Clothing,Europe,Social Media,22.65,2024-10-11
5269,P05269,Books,North America,Social Media,114.49,2024-05-15
5270,P05270,Clothing,North America,Organic,40.4,2024-03-07
5271,P05271,Electronics,North America,Email,59.05,2024-03-23
5272,P05272,Electronics,Europe,Email,146.17,2024-10-26
5273,P05273,Electronics,North America,Email,193.84,2024-05-10
5274,P05274,Home,Asia,Organic,49.97,2024-01-03
5275,P05275,Clothing,North America,Email,63.13,2024-06-18
5276,P05276,Electronics,Europe,Referral,78.01,2024-08-26
5277,P05277,Electronics,Europe,Email,72.61,2024-12-29
5278,P05278,Clothing,Europe,Organic,196.66,2024-03-20
5279,P05279,Toys,North America,Social Media,73.47,2024-01-21
5280,P05280,Clothing,Australia,Organic,80.61,2024-03-19
5281,P05281,Toys,South America,Organic,180.81,2024-06-14
5282,P05282,Clothing,Asia,Email,128.83,2024-11-01
5283,P05283,Electronics,South America,Email,149.29,2024-01-27
5284,P05284,Books,Europe,Social Media,54.69,2024-11-16
5285,P05285,Clothing,Europe,Social Media,73.49,2024-11-11
5286,P05286,Home,Asia,Social Media,48.01,2024-12-04
5287,P05287,Toys,Europe,Organic,140.06,2024-06-03
5288,P05288,Electronics,Asia,Organic,161.26,2024-09-08
5289,P05289,Electronics,Asia,Social Media,70.01,2024-10-20
5290,P05290,Home,Australia,Email,81.79,2024-10-08
5291,P05291,Electronics,North America,Social Media,83.98,2024-07-02
5292,P05292,Electronics,Asia,Social Media,22.64,2024-02-07
5293,P05293,Electronics,Europe,Organic,66.31,2024-12-28
5294,P05294,Electronics,Europe,Organic,138.66,2024-06-11
5295,P05295,Home,North America,Social Media,56.23,2024-09-26
5296,P05296,Electronics,Asia,Social Media,104.65,2024-04-22
5297,P05297,Clothing,South America,Paid Ads,34.6,2024-04-04
5298,P05298,Home,North America,Social Media,92.8,2024-09-23
5299,P05299,Clothing,Europe,Email,71.83,2024-02-04
5300,P05300,Electronics,North America,Organic,38.92,2024-09-15
5301,P05301,Home,Australia,Organic,139.52,2024-03-22
5302,P05302,Electronics,Europe,Email,142.33,2024-07-31
5303,P05303,Home,North America,Paid Ads,51.52,2024-10-05
5304,P05304,Books,North America,Social Media,89.19,2024-10-01
5305,P05305,Clothing,Europe,Organic,102.22,2024-07-25
5306,P05306,Clothing,North America,Social Media,10.0,2024-02-17
5307,P05307,Clothing,Europe,Organic,30.15,2024-06-27
5308,P05308,Clothing,South America,Paid Ads,164.31,2024-04-23
5309,P05309,Books,Asia,Email,46.74,2024-04-19
5310,P05310,Books,North America,Organic,162.91,2024-12-05
5311,P05311,Clothing,Australia,Paid Ads,32.73,2024-06-18
5312,P05312,Home,Europe,Social Media,132.94,2024-06-18
5313,P05313,Toys,North America,Organic,84.43,2024-07-03
5314,P05314,Toys,North America,Paid Ads,91.46,2024-05-30
5315,P05315,Clothing,North America,Organic,192.8,2024-04-21
5316,P05316,Clothing,Asia,Social Media,37.29,2024-11-12
5317,P05317,Electronics,North America,Social Media,129.74,2024-09-28
5318,P05318,Toys,North America,Social Media,127.67,2024-08-31
5319,P05319,Electronics,Asia,Social Media,267.73,2024-10-14
5320,P05320,Clothing,Europe,Organic,46.14,2024-11-28
5321,P05321,Electronics,Asia,Social Media,68.7,2024-01-05
5322,P05322,Electronics,Asia,Social Media,140.8,2024-02-28
5323,P05323,Clothing,North America,Email,89.99,2024-12-08
5324,P05324,Toys,Asia,Email,76.85,2024-06-26
5325,P05325,Electronics,North America,Organic,147.88,2024-08-16
5326,P05326,Clothing,Europe,Organic,86.67,2024-05-03
5327,P05327,Electronics,Europe,Social Media,55.41,2024-11-24
5328,P05328,Electronics,North America,Social Media,136.31,2024-11-10
5329,P05329,Clothing,Australia,Social Media,118.76,2024-11-14
5330,P05330,Clothing,Europe,Email,84.36,2024-05-04
5331,P05331,Electronics,North America,Social Media,81.98,2024-01-21
5332,P05332,Clothing,South America,Organic,54.25,2024-12-15
5333,P05333,Electronics,Europe,Social Media,136.25,2024-06-13
5334,P05334,Clothing,Europe,Paid Ads,81.99,2024-07-14
5335,P05335,Toys,Europe,Email,61.51,2024-02-28
5336,P05336,Toys,Asia,Email,35.72,2024-07-16
5337,P05337,Clothing,North America,Organic,119.61,2024-05-11
5338,P05338,Clothing,North America,Organic,74.57,2024-10-03
5339,P05339,Toys,Europe,Organic,10.0,2024-05-24
5340,P05340,Electronics,North America,Paid Ads,39.84,2024-01-13
5341,P05341,Books,Asia,Email,88.32,2024-09-21
5342,P05342,Toys,North America,Paid Ads,89.72,2024-07-10
5343,P05343,Electronics,North America,Email,87.82,2024-09-20
5344,P05344,Electronics,North America,Paid Ads,80.86,2024-09-17
5345,P05345,Toys,Asia,Social Media,26.21,2024-08-16
5346,P05346,Clothing,Asia,Social Media,56.27,2024-09-06
5347,P05347,Electronics,North America,Organic,159.19,2024-01-23
5348,P05348,Electronics,Europe,Social Media,151.81,2024-05-31
5349,P05349,Clothing,North America,Social Media,128.9,2024-11-29
5350,P05350,Home,Europe,Email,124.48,2024-04-08
5351,P05351,Home,North America,Organic,145.24,2024-06-13
5352,P05352,Toys,Europe,Paid Ads,43.96,2024-09-20
5353,P05353,Electronics,Europe,Organic,101.65,2024-02-12
5354,P05354,Clothing,South America,Paid Ads,43.99,2024-02-19
5355,P05355,Clothing,North America,Organic,44.85,2024-03-26
5356,P05356,Clothing,Asia,Social Media,118.4,2024-10-02
5357,P05357,Electronics,Europe,Social Media,147.34,2024-09-30
5358,P05358,Toys,South America,Organic,90.31,2024-01-04
5359,P05359,Books,North America,Email,182.45,2024-11-16
5360,P05360,Clothing,North America,Social Media,110.59,2024-02-03
5361,P05361,Home,Asia,Email,61.16,2024-04-17
5362,P05362,Electronics,North America,Organic,45.66,2024-12-09
5363,P05363,Clothing,North America,Email,150.91,2024-11-18
5364,P05364,Home,North America,Paid Ads,106.42,2024-04-19
5365,P05365,Clothing,Asia,Organic,133.8,2024-12-16
5366,P05366,Toys,North America,Organic,10.0,2024-08-05
5367,P05367,Home,Asia,Referral,112.23,2024-02-23
5368,P05368,Clothing,Europe,Social Media,74.41,2024-04-15
5369,P05369,Home,North America,Organic,30.31,2024-10-02
5370,P05370,Electronics,Europe,Paid Ads,96.87,2024-12-25
5371,P05371,Clothing,North America,Organic,154.59,2024-08-10
5372,P05372,Clothing,Europe,Organic,213.31,2024-11-27
5373,P05373,Clothing,Europe,Email,112.11,2024-02-06
5374,P05374,Home,Europe,Organic,64.54,2024-12-17
5375,P05375,Clothing,North America,Social Media,61.52,2024-03-19
5376,P05376,Home,Europe,Referral,148.16,2024-01-13
5377,P05377,Clothing,Asia,Paid Ads,50.16,2024-08-23
5378,P05378,Clothing,Asia,Paid Ads,131.12,2024-06-18
5379,P05379,Books,Asia,Organic,114.68,2024-01-20
5380,P05380,Electronics,North America,Social Media,109.16,2024-02-14
5381,P05381,Electronics,Asia,Social Media,21.59,2024-02-07
5382,P05382,Clothing,North America,Paid Ads,82.15,2024-01-28
5383,P05383,Electronics,North America,Email,27.09,2024-04-01
5384,P05384,Electronics,Asia,Social Media,70.59,2024-05-08
5385,P05385,Home,South America,Organic,145.86,2024-10-12
5386,P05386,Clothing,Europe,Email,161.55,2024-02-06
5387,P05387,Clothing,North America,Organic,110.7,2024-10-21
5388,P05388,Toys,North America,Email,71.48,2024-04-26
5389,P05389,Clothing,Europe,Organic,179.4,2024-05-12
5390,P05390,Books,Asia,Paid Ads,70.82,2024-07-27
5391,P05391,Electronics,North America,Social Media,43.22,2024-07-17
5392,P05392,Clothing,Asia,Email,134.82,2024-08-18
5393,P05393,Books,North America,Email,122.89,2024-11-18
5394,P05394,Clothing,Asia,Referral,72.87,2024-07-26
5395,P05395,Home,South America,Email,105.01,2024-08-09
5396,P05396,Clothing,Europe,Email,122.11,2024-06-10
5397,P05397,Electronics,North America,Organic,110.18,2024-01-09
5398,P05398,Clothing,Asia,Email,122.95,2024-07-18
5399,P05399,Clothing,Europe,Referral,74.71,2024-12-10
5400,P05400,Books,Europe,Paid Ads,126.31,2024-03-01
5401,P05401,Electronics,Europe,Organic,100.88,2024-09-30
5402,P05402,Toys,North America,Organic,76.41,2024-01-04
5403,P05403,Toys,Asia,Social Media,87.71,2024-11-24
5404,P05404,Electronics,North America,Organic,95.1,2024-11-12
5405,P05405,Clothing,South America,Organic,27.73,2024-02-02
5406,P05406,Books,North America,Email,68.17,2024-10-26
5407,P05407,Toys,Asia,Social Media,103.25,2024-01-24
5408,P05408,Clothing,North America,Paid Ads,32.45,2024-12-24
5409,P05409,Clothing,North America,Email,69.0,2024-02-07
5410,P05410,Clothing,North America,Organic,219.23,2024-07-02
5411,P05411,Home,Asia,Social Media,43.54,2024-09-14
5412,P05412,Electronics,Europe,Email,80.81,2024-02-24
5413,P05413,Home,Asia,Paid Ads,58.31,2024-05-28
5414,P05414,Electronics,North America,Email,94.16,2024-12-17
5415,P05415,Electronics,Europe,Organic,59.25,2024-06-03
5416,P05416,Clothing,Asia,Social Media,87.84,2024-11-06
5417,P05417,Clothing,North America,Email,64.07,2024-02-14
5418,P05418,Clothing,Europe,Paid Ads,152.76,2024-05-24
5419,P05419,Clothing,Europe,Organic,104.08,2024-08-12
5420,P05420,Clothing,North America,Paid Ads,49.85,2024-07-14
5421,P05421,Electronics,North America,Paid Ads,142.04,2024-07-21
5422,P05422,Clothing,Europe,Paid Ads,52.09,2024-12-04
5423,P05423,Toys,North America,Paid Ads,21.8,2024-01-16
5424,P05424,Clothing,Asia,Social Media,99.85,2024-08-30
5425,P05425,Clothing,South America,Paid Ads,195.36,2024-03-21
5426,P05426,Clothing,Europe,Social Media,10.0,2024-09-30
5427,P05427,Toys,Europe,Social Media,33.45,2024-04-22
5428,P05428,Electronics,North America,Social Media,137.63,2024-03-10
5429,P05429,Home,Asia,Email,67.88,2024-07-19
5430,P05430,Home,North America,Organic,130.6,2024-10-06
5431,P05431,Home,Europe,Email,58.13,2024-05-31
